year,tif_number,property_tax,total_expenditures,transfers_in,transfers_out,surplus,end_balance,flags
2015,97,383874,4024172,2708167,0,0,6905091,Total of other finances did not match anything. Guessing total by adding individual
2015,98,1433774,237985,0,-1678014,0,4894695,Total of other finances did not match anything. Guessing total by adding individual
2015,99,370348,452618,0,0,-158866,2159514,Total of other finances did not match anything. Guessing total by adding individual
2015,101,5903945,542212,0,0,-3680073,17867371,Total of other finances did not match anything. Guessing total by adding individual
2015,102,285664,163090,0,0,-500000,400837,Total of other finances did not match anything. Guessing total by adding individual
2015,103,1719704,300173,0,-250000,0,4286145,Total of other finances did not match anything. Guessing total by adding individual
2015,104,15055272,2044100,0,0,-2422891,54263073,Total of other finances did not match anything. Guessing total by adding individual
2015,108,2569930,861113,0,0,-142204,7437081,Total of other finances did not match anything. Guessing total by adding individual
2015,111,648627,807700,353381,0,0,310470,Total of other finances did not match anything. Guessing total by adding individual
2015,112,1011710,36138,0,0,-419444,8247156,Total of other finances did not match anything. Guessing total by adding individual
2015,114,526116,765381,0,0,-214822,3682105,Total of other finances did not match anything. Guessing total by adding individual
2015,115,4601066,28816038,7641244,0,0,40009037,Total of other finances did not match anything. Guessing total by adding individual
2015,121,2385013,1591470,0,-218318,0,15650421,Total of other finances did not match anything. Guessing total by adding individual
2015,127,1180344,590606,0,-1687435,0,3798389,Total of other finances did not match anything. Guessing total by adding individual
2015,128,888478,228616,0,0,-2000357,8680308,Total of other finances did not match anything. Guessing total by adding individual
2015,129,1913763,2399105,0,0,-75000,2462935,Total of other finances did not match anything. Guessing total by adding individual
2015,133,941786,769358,0,0,0,0,End of year balance has no value
2015,139,917733,126485,0,0,-139185,5244935,Total of other finances did not match anything. Guessing total by adding individual
2015,144,-6953,1325590,1280000,0,0,791828,Total of other finances did not match anything. Guessing total by adding individual
2015,145,118716,535026,0,0,-273700,2224136,Total of other finances did not match anything. Guessing total by adding individual
2015,146,58988,2123900,1724652,0,0,3649411,Total of other finances did not match anything. Guessing total by adding individual
2015,150,1859664,1492952,0,0,-438855,11185809,Total of other finances did not match anything. Guessing total by adding individual
2015,157,-11601,1776054,575824,0,0,1957191,Total of other finances did not match anything. Guessing total by adding individual
2015,166,969921,4228636,750000,0,0,1526733,Total of other finances did not match anything. Guessing total by adding individual
2016,5,200382,6092,0,0,-16000,1904468,Total of other finances did not match anything. Guessing total by adding individual
2016,9,862540,211302,0,-1700000,0,2422504,Total of other finances did not match anything. Guessing total by adding individual
2016,11,1890776,43144,0,0,-1500000,3435304,Total of other finances did not match anything. Guessing total by adding individual
2016,36,2903308,4592284,0,0,-992000,11681045,Total of other finances did not match anything. Guessing total by adding individual
2016,37,24245090,3406762,0,-11310000,0,48195486,Total of other finances did not match anything. Guessing total by adding individual
2016,42,484166,14111,0,-1000000,0,1007571,Total of other finances did not match anything. Guessing total by adding individual
2016,43,1445388,2381941,0,0,0,6028613,Revenues after expenditure checksum failed
2016,45,1653824,987725,0,0,-370000,4953358,Total of other finances did not match anything. Guessing total by adding individual
2016,48,10362400,2700110,0,0,-704000,32173968,Total of other finances did not match anything. Guessing total by adding individual
2016,52,28278344,9533086,0,-5847930,0,77619700,Total of other finances did not match anything. Guessing total by adding individual
2016,53,12597360,15954601,0,0,-1933000,39071984,Total of other finances did not match anything. Guessing total by adding individual
2016,54,3035985,556744,0,-1823173,0,6617295,Total of other finances did not match anything. Guessing total by adding individual
2016,56,777752,192751,0,0,-182000,5724725,Total of other finances did not match anything. Guessing total by adding individual
2016,58,1847698,2386437,0,0,-395000,12887412,Total of other finances did not match anything. Guessing total by adding individual
2016,60,2596970,7133431,5141826,0,0,15343929,Total of other finances did not match anything. Guessing total by adding individual
2016,62,1714988,1629797,0,0,-220000,5624280,Total of other finances did not match anything. Guessing total by adding individual
2016,63,25715500,2318874,0,0,-35000000,68714936,Total of other finances did not match anything. Guessing total by adding individual
2016,65,2987098,377712,0,-1426041,0,12360533,Total of other finances did not match anything. Guessing total by adding individual
2016,70,2966892,1332628,0,0,-293000,10173149,Total of other finances did not match anything. Guessing total by adding individual
2016,71,2508206,9214856,2631737,0,0,15457229,Total of other finances did not match anything. Guessing total by adding individual
2016,72,1680732,10687830,11310000,0,0,11885717,Total of other finances did not match anything. Guessing total by adding individual
2016,73,559694,1758582,0,0,-428000,1761808,Total of other finances did not match anything. Guessing total by adding individual
2016,76,1792232,234530,0,-1907049,0,1498777,Total of other finances did not match anything. Guessing total by adding individual
2016,77,2934946,3761572,831913,0,0,8715967,Total of other finances did not match anything. Guessing total by adding individual
2016,79,976723,28249,0,0,0,5642639,Total expenditures did not match. Guessing total by adding individual
2016,81,2490225,1270739,0,-2262961,0,9947252,Total of other finances did not match anything. Guessing total by adding individual
2016,82,831578,1152673,0,0,-54000,4681257,Total of other finances did not match anything. Guessing total by adding individual
2016,84,7241338,5174952,0,-3896743,0,13175941,Total of other finances did not match anything. Guessing total by adding individual
2016,89,4815619,865354,0,-4276201,0,4515726,Total of other finances did not match anything. Guessing total by adding individual
2016,91,991672,146583,0,0,-5000,5830961,Total of other finances did not match anything. Guessing total by adding individual
2016,92,142318,261567,0,0,-296000,3902299,Total of other finances did not match anything. Guessing total by adding individual
2016,94,24813487,1626591,0,0,-40000000,67738444,Total of other finances did not match anything. Guessing total by adding individual
2016,95,14491670,12817862,520790,-3517723,0,39629012,Revenues after expenditure checksum failed
2016,96,602973,2233761,0,0,-81000,5223486,Total of other finances did not match anything. Guessing total by adding individual
2016,97,508925,3574856,5169673,0,0,8961002,Total of other finances did not match anything. Guessing total by adding individual
2016,101,8239523,1603298,0,0,-12000000,12468850,Total of other finances did not match anything. Guessing total by adding individual
2016,104,18823186,4015795,0,0,-10000000,58983767,Total of other finances did not match anything. Guessing total by adding individual
2016,107,1040259,24461,0,-2500000,0,6550637,Total of other finances did not match anything. Guessing total by adding individual
2016,108,3194289,1467329,0,-500000,0,8647594,Total of other finances did not match anything. Guessing total by adding individual
2016,109,3457485,365827,0,-575824,0,15231973,Total of other finances did not match anything. Guessing total by adding individual
2016,112,1228203,25650,0,0,-283000,9157430,Total of other finances did not match anything. Guessing total by adding individual
2016,113,387228,10001,0,-500000,0,1192152,Total of other finances did not match anything. Guessing total by adding individual
2016,114,1145160,1657524,0,-375000,0,2807379,Total of other finances did not match anything. Guessing total by adding individual
2016,115,5563243,17094739,9690189,0,0,38533516,Total of other finances did not match anything. Guessing total by adding individual
2016,117,2365895,3272587,175092,0,0,10677603,Total of other finances did not match anything. Guessing total by adding individual
2016,118,6960378,18445813,0,0,0,21037610,Beginning of year balance has no value
2016,125,2884860,1615253,0,-625000,0,5984635,Total of other finances did not match anything. Guessing total by adding individual
2016,141,869070,574824,0,0,0,1192949,Revenues after expenditure checksum failed
2016,142,461589,4312502,1700000,0,0,1320019,Total of other finances did not match anything. Guessing total by adding individual
2016,144,137976,2270515,1991523,0,0,659003,Total of other finances did not match anything. Guessing total by adding individual
2016,146,198146,2141408,1907049,0,0,3720196,Total of other finances did not match anything. Guessing total by adding individual
2016,149,2639732,3228317,2000000,0,0,4365614,Total of other finances did not match anything. Guessing total by adding individual
2016,150,3403878,927124,0,0,-1379000,12263328,Total of other finances did not match anything. Guessing total by adding individual
2016,154,0,5357,0,0,0,168695,"field ""property_tax"" had no value attached"
2016,156,664662,205683,235000,0,0,4504064,Total of other finances did not match anything. Guessing total by adding individual
2016,157,11068,1549857,575824,0,0,1001258,Total of other finances did not match anything. Guessing total by adding individual
2016,163,12747,2097,0,0,0,672319,Revenues after expenditure checksum failed
2016,166,1296036,2077062,1050000,0,0,1795581,Total of other finances did not match anything. Guessing total by adding individual
2017,1,6976459,6037088,0,0,-371200,28296330,Total of other finances did not match anything. Guessing total by adding individual
2017,2,189908,5910,0,0,-161000,1270446,Total of other finances did not match anything. Guessing total by adding individual
2017,4,387501,69104,0,0,-80000,1473187,Total of other finances did not match anything. Guessing total by adding individual
2017,5,135242,190883,0,0,-258000,1621413,Total of other finances did not match anything. Guessing total by adding individual
2017,13,2104233,41451,0,0,-1500000,14665399,Total of other finances did not match anything. Guessing total by adding individual
2017,21,339504,83426,45883,0,0,3066382,Total of other finances did not match anything. Guessing total by adding individual
2017,23,4277221,3458079,0,0,-307100,15312845,Total of other finances did not match anything. Guessing total by adding individual
2017,24,599352,12047,0,0,-32700,3534767,Total of other finances did not match anything. Guessing total by adding individual
2017,27,593419,140821,0,0,-1000000,1684782,Total of other finances did not match anything. Guessing total by adding individual
2017,29,1613595,310131,0,0,-102200,7543679,Total of other finances did not match anything. Guessing total by adding individual
2017,30,29623909,10140635,0,0,-1627600,66430080,Total of other finances did not match anything. Guessing total by adding individual
2017,33,4375755,504000,0,0,-344900,15980620,Total of other finances did not match anything. Guessing total by adding individual
2017,34,7922373,932321,0,0,-488000,32624261,Total of other finances did not match anything. Guessing total by adding individual
2017,35,1432658,58879,0,0,-124000,5294020,Total of other finances did not match anything. Guessing total by adding individual
2017,36,2561525,1170385,0,0,-7000000,6300088,Total of other finances did not match anything. Guessing total by adding individual
2017,37,25855083,26595715,0,-4310000,0,43805392,Total of other finances did not match anything. Guessing total by adding individual
2017,43,1229762,476961,0,0,-608000,6269833,Total of other finances did not match anything. Guessing total by adding individual
2017,45,1423433,91648,0,0,-1147000,5206127,Total of other finances did not match anything. Guessing total by adding individual
2017,53,12643045,8778911,0,0,-1209000,42165252,Total of other finances did not match anything. Guessing total by adding individual
2017,54,3116385,558762,0,-1823236,0,7482713,Total of other finances did not match anything. Guessing total by adding individual
2017,55,2822428,3376248,0,0,-172300,13299639,Total of other finances did not match anything. Guessing total by adding individual
2017,56,752624,178389,0,0,-49000,6331718,Total of other finances did not match anything. Guessing total by adding individual
2017,57,946829,312314,0,0,-45900,5509967,Total of other finances did not match anything. Guessing total by adding individual
2017,59,6493485,208083,0,0,-16000000,10430408,Total of other finances did not match anything. Guessing total by adding individual
2017,60,2438760,8104646,5566982,0,0,15577837,Total of other finances did not match anything. Guessing total by adding individual
2017,61,3095966,504907,2000000,0,-226100,19105215,Other finances checksum failed
2017,62,1704001,930526,0,0,-114600,6356471,Total of other finances did not match anything. Guessing total by adding individual
2017,63,28783334,3567644,0,0,-25000000,69833448,Total of other finances did not match anything. Guessing total by adding individual
2017,65,3028018,1007794,0,-1851069,0,12721596,Total of other finances did not match anything. Guessing total by adding individual
2017,66,724311,95365,0,0,-77000,2966503,Total of other finances did not match anything. Guessing total by adding individual
2017,67,408240,152668,0,0,-126000,1680941,Total of other finances did not match anything. Guessing total by adding individual
2017,69,3352064,114312,0,-728076,0,11913610,Total of other finances did not match anything. Guessing total by adding individual
2017,70,3247710,1209305,0,0,-969000,11375184,Total of other finances did not match anything. Guessing total by adding individual
2017,72,1706116,5075582,4310000,0,0,12951133,Total of other finances did not match anything. Guessing total by adding individual
2017,76,2108900,2307256,2090000,-1940921,0,1442524,Revenues after expenditure checksum failed
2017,78,51664,3465,0,0,-2800,1247213,Total of other finances did not match anything. Guessing total by adding individual
2017,79,1016747,21017,0,0,-57800,6660370,Total of other finances did not match anything. Guessing total by adding individual
2017,82,913679,2460639,0,0,-302000,2916771,Total of other finances did not match anything. Guessing total by adding individual
2017,83,808878,661872,0,0,-830000,3996327,Total of other finances did not match anything. Guessing total by adding individual
2017,84,7111942,7062751,0,-1758015,0,11720264,Total of other finances did not match anything. Guessing total by adding individual
2017,85,7179132,4248491,0,0,-3945200,19789168,Total of other finances did not match anything. Guessing total by adding individual
2017,89,10291977,452626,0,-1156208,0,13178042,Total of other finances did not match anything. Guessing total by adding individual
2017,90,471894,120744,0,0,-195000,2785038,Total of other finances did not match anything. Guessing total by adding individual
2017,91,1107221,20409,0,0,-697000,6973801,Total of other finances did not match anything. Guessing total by adding individual
2017,92,152691,55525,0,0,-134000,3924386,Total of other finances did not match anything. Guessing total by adding individual
2017,93,1173058,475938,0,0,-167000,6928209,Total of other finances did not match anything. Guessing total by adding individual
2017,94,21896129,878074,0,0,-50000000,39812669,Total of other finances did not match anything. Guessing total by adding individual
2017,96,580960,1338309,0,0,-38800,4509463,Total of other finances did not match anything. Guessing total by adding individual
2017,97,749666,6102182,3003134,0,0,6832932,Total of other finances did not match anything. Guessing total by adding individual
2017,98,1402877,81274,0,-1846926,0,3976311,Total of other finances did not match anything. Guessing total by adding individual
2017,99,228823,638561,0,0,-13800,1381945,Total of other finances did not match anything. Guessing total by adding individual
2017,101,5904320,996411,0,0,-11000000,6589306,Total of other finances did not match anything. Guessing total by adding individual
2017,102,301837,185597,0,0,-17900,611081,Total of other finances did not match anything. Guessing total by adding individual
2017,104,16640646,2785130,0,0,-11000000,62657054,Total of other finances did not match anything. Guessing total by adding individual
2017,107,1186368,2067488,0,0,-68100,5704313,Total of other finances did not match anything. Guessing total by adding individual
2017,108,3416063,966231,0,0,-198600,11009827,Total of other finances did not match anything. Guessing total by adding individual
2017,112,1073599,891085,0,0,-2544000,6940243,Total of other finances did not match anything. Guessing total by adding individual
2017,113,341769,9199,0,-233186,0,1306060,Total of other finances did not match anything. Guessing total by adding individual
2017,114,1176017,413129,0,0,-68100,3540098,Total of other finances did not match anything. Guessing total by adding individual
2017,115,5640775,17255380,7931473,0,0,35431819,Total of other finances did not match anything. Guessing total by adding individual
2017,116,1212211,1900169,0,0,-77300,5507389,Total of other finances did not match anything. Guessing total by adding individual
2017,121,2920143,2644702,0,-2500000,0,12601035,Total of other finances did not match anything. Guessing total by adding individual
2017,124,35567,176571,0,0,-15900,1680684,Total of other finances did not match anything. Guessing total by adding individual
2017,125,4572379,1980989,0,0,-222700,8425238,Total of other finances did not match anything. Guessing total by adding individual
2017,127,1553795,626291,0,-1892677,0,2319041,Total of other finances did not match anything. Guessing total by adding individual
2017,128,984274,66553,0,0,-52500,7624392,Total of other finances did not match anything. Guessing total by adding individual
2017,129,1406381,1605855,0,0,-122600,3669119,Total of other finances did not match anything. Guessing total by adding individual
2017,136,1380662,30847,0,0,-194000,12410914,Total of other finances did not match anything. Guessing total by adding individual
2017,139,1457769,283624,0,0,-5500000,1819872,Total of other finances did not match anything. Guessing total by adding individual
2017,140,266413,455828,0,0,-31300,671922,Total of other finances did not match anything. Guessing total by adding individual
2017,142,663934,2486571,1500000,0,0,1021852,Total of other finances did not match anything. Guessing total by adding individual
2017,143,913482,401800,0,0,-70100,4852058,Total of other finances did not match anything. Guessing total by adding individual
2017,144,319077,295716,576000,0,0,1266286,Total of other finances did not match anything. Guessing total by adding individual
2017,145,322434,17154,0,0,-20900,1272146,Total of other finances did not match anything. Guessing total by adding individual
2017,146,321536,2400792,1940921,0,0,3740348,Total of other finances did not match anything. Guessing total by adding individual
2017,147,35644502,26047388,0,0,-15000000,49982793,Total of other finances did not match anything. Guessing total by adding individual
2017,153,387616,202681,0,0,-17000,971841,Total of other finances did not match anything. Guessing total by adding individual
2017,155,94910,5676,0,0,-6000,1787729,Total of other finances did not match anything. Guessing total by adding individual
2017,156,701734,737123,0,0,-41200,4496945,Total of other finances did not match anything. Guessing total by adding individual
2017,157,11590,496384,575800,0,0,1118591,Total of other finances did not match anything. Guessing total by adding individual
2017,161,-27612,273862,1000000,0,0,4127976,Total of other finances did not match anything. Guessing total by adding individual
2017,166,776261,1059825,233186,0,0,1770487,Total of other finances did not match anything. Guessing total by adding individual
2017,175,194152,4529,0,0,0,187824,Beginning of year balance has no value
2017,177,24229,937193,926666,0,0,23200,Total of other finances did not match anything. Guessing total by adding individual
2017,178,401366,8915,300000,0,0,805093,Total of other finances did not match anything. Guessing total by adding individual
2018,1,8659118,1899028,0,0,-6275200,28904728,Total of other finances did not match anything. Guessing total by adding individual
2018,2,206032,173489,0,0,-46800,1262426,Total of other finances did not match anything. Guessing total by adding individual
2018,4,465973,176422,0,0,-127100,1641443,Total of other finances did not match anything. Guessing total by adding individual
2018,5,254863,5897,0,0,-13700,1861181,Total of other finances did not match anything. Guessing total by adding individual
2018,9,1221138,169065,0,-1000000,0,1987306,Total of other finances did not match anything. Guessing total by adding individual
2018,13,2361236,10485540,0,0,-1138200,5626821,Total of other finances did not match anything. Guessing total by adding individual
2018,23,6556364,5831039,0,0,-1030100,15063037,Total of other finances did not match anything. Guessing total by adding individual
2018,24,775390,1028548,0,0,-52100,3249351,Total of other finances did not match anything. Guessing total by adding individual
2018,28,1140015,696311,0,0,-500000,850820,Total of other finances did not match anything. Guessing total by adding individual
2018,29,1871123,115998,0,0,-3000000,6344105,Total of other finances did not match anything. Guessing total by adding individual
2018,30,33785985,7224212,0,0,-5805100,87184078,Total of other finances did not match anything. Guessing total by adding individual
2018,33,6536401,788936,0,0,-1739500,20002096,Total of other finances did not match anything. Guessing total by adding individual
2018,34,12267939,495859,0,0,-1685000,42726830,Total of other finances did not match anything. Guessing total by adding individual
2018,35,2250355,31385,0,0,-348000,7170288,Total of other finances did not match anything. Guessing total by adding individual
2018,37,31707329,36587034,41000000,0,0,79780759,Total of other finances did not match anything. Guessing total by adding individual
2018,38,3575404,335180,0,0,-636800,13636864,Total of other finances did not match anything. Guessing total by adding individual
2018,43,1932172,195567,0,0,-1047900,6975299,Total of other finances did not match anything. Guessing total by adding individual
2018,45,1889945,30206,0,0,-1236900,5839650,Total of other finances did not match anything. Guessing total by adding individual
2018,52,44057698,27751066,0,-18730088,0,95678423,Total of other finances did not match anything. Guessing total by adding individual
2018,53,17666066,7484407,0,0,-6830200,45727431,Total of other finances did not match anything. Guessing total by adding individual
2018,54,4086967,1858570,0,-1822797,0,7931788,Total of other finances did not match anything. Guessing total by adding individual
2018,55,3780170,2238539,0,0,-612200,14273179,Total of other finances did not match anything. Guessing total by adding individual
2018,56,969073,127914,0,0,-72800,7118708,Total of other finances did not match anything. Guessing total by adding individual
2018,57,1273810,133866,0,0,-81900,6576330,Total of other finances did not match anything. Guessing total by adding individual
2018,58,3072230,441325,0,0,-164700,12201553,Total of other finances did not match anything. Guessing total by adding individual
2018,59,12820529,2408626,0,0,-9700000,11159605,Total of other finances did not match anything. Guessing total by adding individual
2018,60,3400461,8552710,5565642,0,0,16195797,Total of other finances did not match anything. Guessing total by adding individual
2018,62,2056810,4475555,1000000,0,0,4926758,Total of other finances did not match anything. Guessing total by adding individual
2018,64,9058076,12104115,0,-5087647,0,13966406,Total of other finances did not match anything. Guessing total by adding individual
2018,65,3544196,55204,0,-1850624,0,14406879,Total of other finances did not match anything. Guessing total by adding individual
2018,66,1230366,910454,0,0,-76100,3218971,Total of other finances did not match anything. Guessing total by adding individual
2018,67,497213,124663,0,0,-174700,1883357,Total of other finances did not match anything. Guessing total by adding individual
2018,69,4484724,987184,0,-3100000,0,12379600,Total of other finances did not match anything. Guessing total by adding individual
2018,70,4006047,760688,0,0,-2925100,11726353,Total of other finances did not match anything. Guessing total by adding individual
2018,71,4268101,4159989,2059694,0,0,15009202,Total of other finances did not match anything. Guessing total by adding individual
2018,72,3391228,887746,0,0,0,15544540,Revenues after expenditure checksum failed
2018,75,2474574,28325048,18890000,0,0,3321686,Total of other finances did not match anything. Guessing total by adding individual
2018,76,3182846,164354,0,-1968193,0,2509501,Total of other finances did not match anything. Guessing total by adding individual
2018,77,3972755,17116614,10500000,0,0,4084255,Total of other finances did not match anything. Guessing total by adding individual
2018,79,1122001,178167,0,0,-860200,6770170,Total of other finances did not match anything. Guessing total by adding individual
2018,81,6597854,549568,0,-1972047,0,14097845,Total of other finances did not match anything. Guessing total by adding individual
2018,82,1388444,330330,0,0,-272600,3701996,Total of other finances did not match anything. Guessing total by adding individual
2018,86,23591439,28162838,0,0,-15386600,49763204,Total of other finances did not match anything. Guessing total by adding individual
2018,89,2748443,229329,0,-11641286,0,4346498,Total of other finances did not match anything. Guessing total by adding individual
2018,90,511465,96828,0,0,-831500,2384076,Total of other finances did not match anything. Guessing total by adding individual
2018,91,1733263,578394,0,0,-1559200,6605640,Total of other finances did not match anything. Guessing total by adding individual
2018,93,1535490,1063300,0,0,-229500,7200502,Total of other finances did not match anything. Guessing total by adding individual
2018,94,34034914,5795267,0,0,-10000000,57917125,Total of other finances did not match anything. Guessing total by adding individual
2018,96,827681,694829,0,0,-55200,4607662,Total of other finances did not match anything. Guessing total by adding individual
2018,97,785968,18580306,13954017,0,0,3171304,Total of other finances did not match anything. Guessing total by adding individual
2018,98,2201497,167431,0,-2612731,0,3443456,Total of other finances did not match anything. Guessing total by adding individual
2018,99,518610,311894,0,0,-27300,1564719,Total of other finances did not match anything. Guessing total by adding individual
2018,100,1988062,1829557,0,0,0,1973489,Beginning of year balance has no value
2018,101,7908634,593760,0,0,-5000000,8874959,Total of other finances did not match anything. Guessing total by adding individual
2018,102,344426,207496,0,0,-24300,725436,Total of other finances did not match anything. Guessing total by adding individual
2018,104,22699022,2320848,0,0,-20000000,63244598,Total of other finances did not match anything. Guessing total by adding individual
2018,106,4499023,2634888,0,0,-500200,23202086,Total of other finances did not match anything. Guessing total by adding individual
2018,107,1417901,772798,0,0,-102700,6259351,Total of other finances did not match anything. Guessing total by adding individual
2018,108,4206656,2873242,0,0,-1267300,11130203,Total of other finances did not match anything. Guessing total by adding individual
2018,109,4401829,1240732,0,-575824,0,13691879,Total of other finances did not match anything. Guessing total by adding individual
2018,111,1038646,1426644,706761,0,0,2524684,Total of other finances did not match anything. Guessing total by adding individual
2018,112,1756655,274514,0,0,-2172800,6284609,Total of other finances did not match anything. Guessing total by adding individual
2018,113,608518,32564,0,-946978,0,949683,Total of other finances did not match anything. Guessing total by adding individual
2018,114,1335553,173525,0,0,-210500,4498791,Total of other finances did not match anything. Guessing total by adding individual
2018,115,7013275,33646395,18026466,0,0,27776452,Total of other finances did not match anything. Guessing total by adding individual
2018,127,1892689,603793,0,-1892221,0,1750507,Total of other finances did not match anything. Guessing total by adding individual
2018,128,1448315,230921,0,0,-83900,8773336,Total of other finances did not match anything. Guessing total by adding individual
2018,129,3061965,1643636,0,0,-619500,4470807,Total of other finances did not match anything. Guessing total by adding individual
2018,130,524766,810600,1400000,0,0,5103894,Total of other finances did not match anything. Guessing total by adding individual
2018,131,2124744,1912455,0,0,-60000,2378974,Total of other finances did not match anything. Guessing total by adding individual
2018,136,1591896,115444,0,0,-3347400,10610302,Total of other finances did not match anything. Guessing total by adding individual
2018,140,605606,492366,0,0,-41900,743313,Total of other finances did not match anything. Guessing total by adding individual
2018,142,1219200,2317530,1831115,0,0,1748954,Total of other finances did not match anything. Guessing total by adding individual
2018,146,361450,2453260,1968193,0,0,3776762,Total of other finances did not match anything. Guessing total by adding individual
2018,149,3858324,2227136,300000,0,0,3755821,Total of other finances did not match anything. Guessing total by adding individual
2018,150,4441304,886009,0,0,-1549300,13242302,Total of other finances did not match anything. Guessing total by adding individual
2018,153,596074,20055,0,0,-32500,1512826,Total of other finances did not match anything. Guessing total by adding individual
2018,154,0,2812,0,0,0,165438,"field ""property_tax"" had no value attached"
2018,157,64919,651387,575824,0,0,1116821,Total of other finances did not match anything. Guessing total by adding individual
2018,166,1237566,1101473,946978,0,0,2839240,Total of other finances did not match anything. Guessing total by adding individual
2018,173,266331,6994,0,0,0,1063411,Beginning of year balance has no value
2018,174,0,124635,0,0,0,504876,"field ""property_tax"" had no value attached"
2018,177,335096,377039,366666,0,0,341649,Total of other finances did not match anything. Guessing total by adding individual
2018,178,928492,1689723,1587500,0,0,1583992,Total of other finances did not match anything. Guessing total by adding individual
2018,179,0,331165,0,0,0,21875,"field ""property_tax"" had no value attached"
2019,1,9723133,3718784,0,-1400000,0,35054012,Total of other finances did not match anything. Guessing total by adding individual
2019,5,168683,513747,0,-800000,0,790140,Total of other finances did not match anything. Guessing total by adding individual
2019,9,1177368,985561,1200000,0,0,3514807,Total of other finances did not match anything. Guessing total by adding individual
2019,13,2660846,51810,0,0,-2239000,6237138,Total of other finances did not match anything. Guessing total by adding individual
2019,27,873540,149730,0,0,-99000,2867858,Total of other finances did not match anything. Guessing total by adding individual
2019,30,32435777,3308171,0,0,-15767000,104925148,Total of other finances did not match anything. Guessing total by adding individual
2019,35,1139902,123600,0,0,-214000,8329874,Total of other finances did not match anything. Guessing total by adding individual
2019,42,686696,14936,0,-1280000,0,1942775,Total of other finances did not match anything. Guessing total by adding individual
2019,43,1946471,40140,0,0,-595000,8649429,Total of other finances did not match anything. Guessing total by adding individual
2019,45,1606519,125793,0,0,-576000,7037259,Total of other finances did not match anything. Guessing total by adding individual
2019,54,3952899,1549635,0,-3000000,0,7726527,Total of other finances did not match anything. Guessing total by adding individual
2019,56,836016,720533,0,-1000000,0,6591940,Total of other finances did not match anything. Guessing total by adding individual
2019,60,2970098,20135710,8000000,0,0,7570581,Total of other finances did not match anything. Guessing total by adding individual
2019,61,4822973,1861305,1400000,0,0,28629998,Total of other finances did not match anything. Guessing total by adding individual
2019,64,7967342,1002907,0,-180000,0,21524537,Total of other finances did not match anything. Guessing total by adding individual
2019,65,3660943,1652939,0,-5800000,0,11357727,Total of other finances did not match anything. Guessing total by adding individual
2019,67,416550,116820,0,0,-112000,2166970,Total of other finances did not match anything. Guessing total by adding individual
2019,70,3947648,2724210,0,0,-849000,12677819,Total of other finances did not match anything. Guessing total by adding individual
2019,72,3944907,538021,17000000,0,0,37139951,Total of other finances did not match anything. Guessing total by adding individual
2019,73,716663,128284,0,-1000000,0,1294921,Total of other finances did not match anything. Guessing total by adding individual
2019,76,3139784,246085,0,-2106384,0,3440870,Total of other finances did not match anything. Guessing total by adding individual
2019,83,1288033,389590,0,0,0,0,End of year balance has no value
2019,84,8559650,987191,0,-366668,0,15188413,Total of other finances did not match anything. Guessing total by adding individual
2019,85,9731851,2684516,0,0,-978000,31997089,Total of other finances did not match anything. Guessing total by adding individual
2019,86,27721675,13972835,0,0,-2122000,63966180,Total of other finances did not match anything. Guessing total by adding individual
2019,88,7383792,9506277,1000000,0,0,12468149,Total of other finances did not match anything. Guessing total by adding individual
2019,89,3371621,43279,0,-4500000,0,3351931,Total of other finances did not match anything. Guessing total by adding individual
2019,91,904647,881187,0,0,-191000,6776744,Total of other finances did not match anything. Guessing total by adding individual
2019,92,858114,54808,0,0,-174000,6054113,Total of other finances did not match anything. Guessing total by adding individual
2019,97,801120,1083918,1010306,0,0,4064936,Total of other finances did not match anything. Guessing total by adding individual
2019,98,2016525,308000,0,-1010306,0,4329282,Total of other finances did not match anything. Guessing total by adding individual
2019,101,9213721,640336,0,0,-5363000,12531171,Total of other finances did not match anything. Guessing total by adding individual
2019,104,25956969,5959068,0,0,-33225000,52791189,Total of other finances did not match anything. Guessing total by adding individual
2019,106,2524668,2265840,0,-3175000,0,21484215,Total of other finances did not match anything. Guessing total by adding individual
2019,107,1792591,441561,0,0,-196000,7760572,Total of other finances did not match anything. Guessing total by adding individual
2019,108,4021169,1031337,0,0,-385000,14312885,Total of other finances did not match anything. Guessing total by adding individual
2019,109,4663309,700379,0,-575824,0,17818091,Total of other finances did not match anything. Guessing total by adding individual
2019,112,1376456,184731,0,0,-478000,7314092,Total of other finances did not match anything. Guessing total by adding individual
2019,118,8884846,2009945,0,-1400000,0,27962840,Total of other finances did not match anything. Guessing total by adding individual
2019,121,3227214,731527,0,-1587500,0,13983390,Total of other finances did not match anything. Guessing total by adding individual
2019,127,1918182,106838,750000,0,0,4437071,Total of other finances did not match anything. Guessing total by adding individual
2019,129,2004065,1923010,0,0,-241000,4500775,Total of other finances did not match anything. Guessing total by adding individual
2019,134,1459500,1283899,0,-3000000,0,3091989,Total of other finances did not match anything. Guessing total by adding individual
2019,144,99349,604352,288000,0,0,1080049,Total of other finances did not match anything. Guessing total by adding individual
2019,145,476063,8934,0,-750000,0,1452038,Total of other finances did not match anything. Guessing total by adding individual
2019,146,598916,2919442,2106384,0,0,3791059,Total of other finances did not match anything. Guessing total by adding individual
2019,148,0,139835,0,0,0,287889,"field ""property_tax"" had no value attached"
